REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2022/06/01 03:35:00,4498.02,25.23,TRADE
VIC1,2022/06/01 03:40:00,4485.77,50.33,TRADE
VIC1,2022/06/01 03:45:00,4402.01,19.17,TRADE
VIC1,2022/06/01 03:50:00,4484.62,55.76,TRADE
VIC1,2022/06/01 03:55:00,4505.84,20.28,TRADE
VIC1,2022/06/01 04:00:00,4459.37,55.76,TRADE
VIC1,2022/06/01 04:05:00,4423.5,25.77,TRADE
VIC1,2022/06/01 04:10:00,4448.86,49.79,TRADE
VIC1,2022/06/01 04:15:00,4497.3,55.76,TRADE
VIC1,2022/06/01 04:20:00,4489.02,55.76,TRADE
VIC1,2022/06/01 04:25:00,4430.07,121.01,TRADE
VIC1,2022/06/01 04:30:00,4562.36,125.40,TRADE
VIC1,2022/06/01 04:35:00,4533.12,55.76,TRADE
VIC1,2022/06/01 04:40:00,4536.48,125.39,TRADE
VIC1,2022/06/01 04:45:00,4550.63,26.16,TRADE
VIC1,2022/06/01 04:50:00,4536.42,26.22,TRADE
VIC1,2022/06/01 04:55:00,4520.58,17.85,TRADE
VIC1,2022/06/01 05:00:00,4528.79,19.19,TRADE
VIC1,2022/06/01 05:05:00,4676.2,55.76,TRADE
VIC1,2022/06/01 05:10:00,4720.84,131.87,TRADE
VIC1,2022/06/01 05:15:00,4741.76,55.76,TRADE
VIC1,2022/06/01 05:20:00,4779.53,26.95,TRADE
VIC1,2022/06/01 05:25:00,4797.3,33.73,TRADE
VIC1,2022/06/01 05:30:00,4817.01,30.48,TRADE
VIC1,2022/06/01 05:35:00,4868.22,19.17,TRADE
VIC1,2022/06/01 05:40:00,4944.3,64.74,TRADE
VIC1,2022/06/01 05:45:00,5001.68,89.42,TRADE
VIC1,2022/06/01 05:50:00,5041.07,204.83,TRADE
VIC1,2022/06/01 05:55:00,5102.85,258.46,TRADE
VIC1,2022/06/01 06:00:00,5181.63,214.69,TRADE
VIC1,2022/06/01 06:05:00,5261.76,141.69,TRADE
VIC1,2022/06/01 06:10:00,5433.07,314.91,TRADE
VIC1,2022/06/01 06:15:00,5527.9,264.48,TRADE
VIC1,2022/06/01 06:20:00,5563.11,296.27,TRADE
VIC1,2022/06/01 06:25:00,5656.16,337.26,TRADE
VIC1,2022/06/01 06:30:00,5738.42,340.71,TRADE
VIC1,2022/06/01 06:35:00,5828.77,333.86,TRADE
VIC1,2022/06/01 06:40:00,5956.99,335.66,TRADE
VIC1,2022/06/01 06:45:00,6053.43,340.42,TRADE
VIC1,2022/06/01 06:50:00,6148.33,367.65,TRADE
VIC1,2022/06/01 06:55:00,6316.96,456.12,TRADE
VIC1,2022/06/01 07:00:00,6363.26,417.33,TRADE
VIC1,2022/06/01 07:05:00,6432.89,390.99,TRADE
VIC1,2022/06/01 07:10:00,6535.28,402.57,TRADE
VIC1,2022/06/01 07:15:00,6642.01,431.01,TRADE
VIC1,2022/06/01 07:20:00,6695.2,432.62,TRADE
VIC1,2022/06/01 07:25:00,6836.3,464.01,TRADE
VIC1,2022/06/01 07:30:00,6935.95,464.01,TRADE
VIC1,2022/06/01 07:35:00,7000.53,464.01,TRADE
VIC1,2022/06/01 07:40:00,7117.58,464.01,TRADE
VIC1,2022/06/01 07:45:00,7171.48,447.62,TRADE
VIC1,2022/06/01 07:50:00,7143.48,464.01,TRADE
VIC1,2022/06/01 07:55:00,7205.34,464.01,TRADE
VIC1,2022/06/01 08:00:00,7271.45,464.01,TRADE
VIC1,2022/06/01 08:05:00,7332.47,464.01,TRADE
VIC1,2022/06/01 08:10:00,7374.72,464.01,TRADE
VIC1,2022/06/01 08:15:00,7415.07,464.01,TRADE
VIC1,2022/06/01 08:20:00,7375.88,464.01,TRADE
VIC1,2022/06/01 08:25:00,7399.38,464.01,TRADE
VIC1,2022/06/01 08:30:00,7376.67,301.90,TRADE
VIC1,2022/06/01 08:35:00,7373.87,343.42,TRADE
VIC1,2022/06/01 08:40:00,7397.34,345.18,TRADE
VIC1,2022/06/01 08:45:00,7386.47,353.06,TRADE
VIC1,2022/06/01 08:50:00,7426.64,366,TRADE
VIC1,2022/06/01 08:55:00,7427.23,388.69,TRADE
VIC1,2022/06/01 09:00:00,7435.04,329.38,TRADE
VIC1,2022/06/01 09:05:00,7429.07,344.97,TRADE
VIC1,2022/06/01 09:10:00,7400.99,401.83,TRADE
VIC1,2022/06/01 09:15:00,7430.71,373.18,TRADE
VIC1,2022/06/01 09:20:00,7464.94,406.12,TRADE
VIC1,2022/06/01 09:25:00,7330.43,352,TRADE
VIC1,2022/06/01 09:30:00,7390.98,706.04,TRADE
VIC1,2022/06/01 09:35:00,7317.55,361.19,TRADE
VIC1,2022/06/01 09:40:00,7285.5,372.66,TRADE
VIC1,2022/06/01 09:45:00,7220.96,320.48,TRADE
VIC1,2022/06/01 09:50:00,7187.58,304.52,TRADE
VIC1,2022/06/01 09:55:00,7157.63,330.61,TRADE
VIC1,2022/06/01 10:00:00,7088.08,301.18,TRADE
VIC1,2022/06/01 10:05:00,6994.84,359.77,TRADE
VIC1,2022/06/01 10:10:00,6911.73,384.51,TRADE
VIC1,2022/06/01 10:15:00,6846.66,390.04,TRADE
VIC1,2022/06/01 10:20:00,6828.85,346.36,TRADE
VIC1,2022/06/01 10:25:00,6760.7,360.71,TRADE
VIC1,2022/06/01 10:30:00,6746.72,340.89,TRADE
VIC1,2022/06/01 10:35:00,6701.91,342.55,TRADE
VIC1,2022/06/01 10:40:00,6664.06,338.94,TRADE
VIC1,2022/06/01 10:45:00,6685.67,344.28,TRADE
VIC1,2022/06/01 10:50:00,6677.88,330.12,TRADE
VIC1,2022/06/01 10:55:00,6649.08,337.14,TRADE
VIC1,2022/06/01 11:00:00,6566.04,338.92,TRADE
VIC1,2022/06/01 11:05:00,6560.56,381.79,TRADE
VIC1,2022/06/01 11:10:00,6615.6,466.31,TRADE
VIC1,2022/06/01 11:15:00,6615.05,319.63,TRADE
VIC1,2022/06/01 11:20:00,6585.13,310.31,TRADE
VIC1,2022/06/01 11:25:00,6572.02,314.34,TRADE
VIC1,2022/06/01 11:30:00,6518.19,311.17,TRADE
VIC1,2022/06/01 11:35:00,6539.71,311.36,TRADE
VIC1,2022/06/01 11:40:00,6540.03,354.83,TRADE
VIC1,2022/06/01 11:45:00,6524.84,354.83,TRADE
VIC1,2022/06/01 11:50:00,6529.5,323.88,TRADE
VIC1,2022/06/01 11:55:00,6554.66,307.97,TRADE
VIC1,2022/06/01 12:00:00,6570.24,333.24,TRADE
VIC1,2022/06/01 12:05:00,6554.97,335.11,TRADE
VIC1,2022/06/01 12:10:00,6598.47,322.43,TRADE
VIC1,2022/06/01 12:15:00,6555.39,354.83,TRADE
VIC1,2022/06/01 12:20:00,6527.35,363.89,TRADE
VIC1,2022/06/01 12:25:00,6537.43,354.83,TRADE
VIC1,2022/06/01 12:30:00,6512.95,354.83,TRADE
VIC1,2022/06/01 12:35:00,6443.64,372.96,TRADE
VIC1,2022/06/01 12:40:00,6387.82,319.86,TRADE
VIC1,2022/06/01 12:45:00,6378.99,354.83,TRADE
VIC1,2022/06/01 12:50:00,6326.99,356.37,TRADE
VIC1,2022/06/01 12:55:00,6350.54,363.87,TRADE
VIC1,2022/06/01 13:00:00,6346.87,319.68,TRADE
VIC1,2022/06/01 13:05:00,6355.65,354.83,TRADE
VIC1,2022/06/01 13:10:00,6421.42,326.06,TRADE
VIC1,2022/06/01 13:15:00,6387.18,331.64,TRADE
VIC1,2022/06/01 13:20:00,6366.38,326.10,TRADE
VIC1,2022/06/01 13:25:00,6342.69,354.83,TRADE
VIC1,2022/06/01 13:30:00,6257.38,316.50,TRADE
VIC1,2022/06/01 13:35:00,6231.35,327.08,TRADE
VIC1,2022/06/01 13:40:00,6242.09,330.78,TRADE
VIC1,2022/06/01 13:45:00,6248.03,336.51,TRADE
VIC1,2022/06/01 13:50:00,6275.19,354.83,TRADE
VIC1,2022/06/01 13:55:00,6251.37,354.83,TRADE
VIC1,2022/06/01 14:00:00,6291.68,386.98,TRADE
VIC1,2022/06/01 14:05:00,6334.59,382.77,TRADE
VIC1,2022/06/01 14:10:00,6275.16,328.62,TRADE
VIC1,2022/06/01 14:15:00,6267.58,343.84,TRADE
VIC1,2022/06/01 14:20:00,6298.94,338.69,TRADE
VIC1,2022/06/01 14:25:00,6264.89,327.51,TRADE
VIC1,2022/06/01 14:30:00,6291.15,337.03,TRADE
VIC1,2022/06/01 14:35:00,6269.23,464.01,TRADE
VIC1,2022/06/01 14:40:00,6275.09,355.90,TRADE
VIC1,2022/06/01 14:45:00,6294.5,355.90,TRADE
VIC1,2022/06/01 14:50:00,6365.65,355.90,TRADE
VIC1,2022/06/01 14:55:00,6389.57,355.90,TRADE
VIC1,2022/06/01 15:00:00,6409.53,464.01,TRADE
VIC1,2022/06/01 15:05:00,6447.92,355.90,TRADE
VIC1,2022/06/01 15:10:00,6461.49,355.90,TRADE
VIC1,2022/06/01 15:15:00,6418.7,355.90,TRADE
VIC1,2022/06/01 15:20:00,6443.63,464.01,TRADE
VIC1,2022/06/01 15:25:00,6508.82,464.01,TRADE
VIC1,2022/06/01 15:30:00,6603.67,485.48,TRADE
VIC1,2022/06/01 15:35:00,6630.3,355.90,TRADE
VIC1,2022/06/01 15:40:00,6659.38,355.90,TRADE
VIC1,2022/06/01 15:45:00,6713.69,464.01,TRADE
VIC1,2022/06/01 15:50:00,6772.26,464.01,TRADE
VIC1,2022/06/01 15:55:00,6800.88,464.01,TRADE
VIC1,2022/06/01 16:00:00,6846.73,464.01,TRADE
VIC1,2022/06/01 16:05:00,6853.92,464.01,TRADE
VIC1,2022/06/01 16:10:00,6852.02,464.01,TRADE
VIC1,2022/06/01 16:15:00,6939.23,464.01,TRADE
VIC1,2022/06/01 16:20:00,7038.66,658.99,TRADE
VIC1,2022/06/01 16:25:00,7057.12,658.99,TRADE
VIC1,2022/06/01 16:30:00,7141.5,658.99,TRADE
VIC1,2022/06/01 16:35:00,7127.34,658.99,TRADE
VIC1,2022/06/01 16:40:00,7142.69,655.94,TRADE
VIC1,2022/06/01 16:45:00,7171.39,656.46,TRADE
VIC1,2022/06/01 16:50:00,7204.77,656.96,TRADE
VIC1,2022/06/01 16:55:00,7268.92,658.99,TRADE
VIC1,2022/06/01 17:00:00,7314.32,658.99,TRADE
VIC1,2022/06/01 17:05:00,7301.92,578.64,TRADE
VIC1,2022/06/01 17:10:00,7389.92,578.84,TRADE
VIC1,2022/06/01 17:15:00,7460.11,971.37,TRADE
VIC1,2022/06/01 17:20:00,7463.87,456.51,TRADE
VIC1,2022/06/01 17:25:00,7542.85,492.51,TRADE
VIC1,2022/06/01 17:30:00,7634,557.29,TRADE
VIC1,2022/06/01 17:35:00,7685.2,554.44,TRADE
VIC1,2022/06/01 17:40:00,7709.53,1016.99,TRADE
VIC1,2022/06/01 17:45:00,7737.63,1016.99,TRADE
VIC1,2022/06/01 17:50:00,7681.17,554.32,TRADE
VIC1,2022/06/01 17:55:00,7742.17,548.89,TRADE
VIC1,2022/06/01 18:00:00,7726.33,978.40,TRADE
VIC1,2022/06/01 18:05:00,7700.17,942.35,TRADE
VIC1,2022/06/01 18:10:00,7363.97,525.08,TRADE
VIC1,2022/06/01 18:15:00,7361.57,530.94,TRADE
VIC1,2022/06/01 18:20:00,7383.2,532.27,TRADE
VIC1,2022/06/01 18:25:00,7361.74,530.96,TRADE
VIC1,2022/06/01 18:30:00,7367.32,658.99,TRADE
VIC1,2022/06/01 18:35:00,7313.61,658.99,TRADE
VIC1,2022/06/01 18:40:00,7305.69,658.99,TRADE
VIC1,2022/06/01 18:45:00,7274.37,658.99,TRADE
VIC1,2022/06/01 18:50:00,7258.24,658.99,TRADE
VIC1,2022/06/01 18:55:00,7135.89,555.02,TRADE
VIC1,2022/06/01 19:00:00,7132.83,658.99,TRADE
VIC1,2022/06/01 19:05:00,7182.76,530.94,TRADE
VIC1,2022/06/01 19:10:00,7355.94,530.96,TRADE
VIC1,2022/06/01 19:15:00,7367.07,602.53,TRADE
VIC1,2022/06/01 19:20:00,7288.05,592.65,TRADE
VIC1,2022/06/01 19:25:00,7308.57,530.94,TRADE
VIC1,2022/06/01 19:30:00,7242.45,530.94,TRADE
VIC1,2022/06/01 19:35:00,7232.45,530.94,TRADE
VIC1,2022/06/01 19:40:00,7185.11,548.70,TRADE
VIC1,2022/06/01 19:45:00,7179.87,555.68,TRADE
VIC1,2022/06/01 19:50:00,7170.96,560.73,TRADE
VIC1,2022/06/01 19:55:00,7150.64,550.17,TRADE
VIC1,2022/06/01 20:00:00,7095.18,545.18,TRADE
VIC1,2022/06/01 20:05:00,7082.3,579.72,TRADE
VIC1,2022/06/01 20:10:00,6980.12,569.03,TRADE
VIC1,2022/06/01 20:15:00,6963.91,583.18,TRADE
VIC1,2022/06/01 20:20:00,6920.21,967.85,TRADE
VIC1,2022/06/01 20:25:00,6904,926.03,TRADE
VIC1,2022/06/01 20:30:00,6845.48,553.80,TRADE
VIC1,2022/06/01 20:35:00,6898.19,836.11,TRADE
VIC1,2022/06/01 20:40:00,6797.98,548.15,TRADE
VIC1,2022/06/01 20:45:00,6743.25,870.02,TRADE
VIC1,2022/06/01 20:50:00,6768.25,552.41,TRADE
VIC1,2022/06/01 20:55:00,6717.93,548.51,TRADE
VIC1,2022/06/01 21:00:00,6660.09,530.94,TRADE
VIC1,2022/06/01 21:05:00,6612.2,881.38,TRADE
VIC1,2022/06/01 21:10:00,6512.55,492.38,TRADE
VIC1,2022/06/01 21:15:00,6477.54,530.96,TRADE
VIC1,2022/06/01 21:20:00,6468.27,530.94,TRADE
VIC1,2022/06/01 21:25:00,6448.24,530.94,TRADE
VIC1,2022/06/01 21:30:00,6427.76,464.01,TRADE
VIC1,2022/06/01 21:35:00,6320.08,464.01,TRADE
VIC1,2022/06/01 21:40:00,6350.17,472.70,TRADE
VIC1,2022/06/01 21:45:00,6244.79,464.01,TRADE
VIC1,2022/06/01 21:50:00,6207.29,464.01,TRADE
VIC1,2022/06/01 21:55:00,6175.73,464.01,TRADE
VIC1,2022/06/01 22:00:00,6039.36,464.01,TRADE
VIC1,2022/06/01 22:05:00,6005.64,464.01,TRADE
VIC1,2022/06/01 22:10:00,5979.49,464.01,TRADE
VIC1,2022/06/01 22:15:00,6008.3,464.01,TRADE
VIC1,2022/06/01 22:20:00,5951.21,464.01,TRADE
VIC1,2022/06/01 22:25:00,5958.73,464.01,TRADE
VIC1,2022/06/01 22:30:00,5938.12,464.01,TRADE
VIC1,2022/06/01 22:35:00,5872.69,464.01,TRADE
VIC1,2022/06/01 22:40:00,5814.97,464.01,TRADE
VIC1,2022/06/01 22:45:00,5722.2,464.01,TRADE
VIC1,2022/06/01 22:50:00,5687.26,464.01,TRADE
VIC1,2022/06/01 22:55:00,5676.55,464.01,TRADE
VIC1,2022/06/01 23:00:00,5693.29,464.01,TRADE
VIC1,2022/06/01 23:05:00,5690.45,464.01,TRADE
VIC1,2022/06/01 23:10:00,5800.53,464.01,TRADE
VIC1,2022/06/01 23:15:00,5834.83,464.01,TRADE
VIC1,2022/06/01 23:20:00,5796.13,464.01,TRADE
VIC1,2022/06/01 23:25:00,5818.29,464.01,TRADE
VIC1,2022/06/01 23:30:00,5764.83,464.01,TRADE
VIC1,2022/06/01 23:35:00,5720.74,465.16,TRADE
VIC1,2022/06/01 23:40:00,5721.25,538.71,TRADE
VIC1,2022/06/01 23:45:00,5681.09,464.01,TRADE
VIC1,2022/06/01 23:50:00,5596.24,464.01,TRADE
VIC1,2022/06/01 23:55:00,5610.04,464.01,TRADE
VIC1,2022/06/02 00:00:00,5484.34,464.01,TRADE
VIC1,2022/06/02 00:05:00,5527.74,541.36,TRADE
VIC1,2022/06/02 00:10:00,5556.65,531.38,TRADE
VIC1,2022/06/02 00:15:00,5476.45,523.26,TRADE
VIC1,2022/06/02 00:20:00,5413.24,509.14,TRADE
VIC1,2022/06/02 00:25:00,5430.17,520.38,TRADE
VIC1,2022/06/02 00:30:00,5388.76,464.01,TRADE
VIC1,2022/06/02 00:35:00,5282.52,464.01,TRADE
VIC1,2022/06/02 00:40:00,5350.74,464.01,TRADE
VIC1,2022/06/02 00:45:00,5322.36,464.01,TRADE
VIC1,2022/06/02 00:50:00,5279.36,464.01,TRADE
VIC1,2022/06/02 00:55:00,5238.19,464.01,TRADE
VIC1,2022/06/02 01:00:00,5142.59,464.01,TRADE
VIC1,2022/06/02 01:05:00,5260.97,464.01,TRADE
VIC1,2022/06/02 01:10:00,5189.88,464.01,TRADE
VIC1,2022/06/02 01:15:00,5086.42,464.01,TRADE
VIC1,2022/06/02 01:20:00,5140.08,464.01,TRADE
VIC1,2022/06/02 01:25:00,5134.86,464.01,TRADE
VIC1,2022/06/02 01:30:00,5061.1,464.01,TRADE
VIC1,2022/06/02 01:35:00,5039.41,468.15,TRADE
VIC1,2022/06/02 01:40:00,4921.25,464.01,TRADE
VIC1,2022/06/02 01:45:00,4941.12,464.01,TRADE
VIC1,2022/06/02 01:50:00,4872.64,464.01,TRADE
VIC1,2022/06/02 01:55:00,4853.16,464.01,TRADE
VIC1,2022/06/02 02:00:00,4903.12,464.01,TRADE
VIC1,2022/06/02 02:05:00,4789.72,464.01,TRADE
VIC1,2022/06/02 02:10:00,4833.51,464.01,TRADE
VIC1,2022/06/02 02:15:00,4844.18,464.01,TRADE
VIC1,2022/06/02 02:20:00,4810.35,464.01,TRADE
VIC1,2022/06/02 02:25:00,4794.82,464.01,TRADE
VIC1,2022/06/02 02:30:00,4716.95,464.01,TRADE
VIC1,2022/06/02 02:35:00,4733.44,474.47,TRADE
VIC1,2022/06/02 02:40:00,4784.91,470.33,TRADE
VIC1,2022/06/02 02:45:00,4744.23,464.01,TRADE
VIC1,2022/06/02 02:50:00,4729.69,464.01,TRADE
VIC1,2022/06/02 02:55:00,4661.17,464.01,TRADE
VIC1,2022/06/02 03:00:00,4736.73,464.01,TRADE
VIC1,2022/06/02 03:05:00,4743.14,464.01,TRADE
VIC1,2022/06/02 03:10:00,4741.43,468.99,TRADE
VIC1,2022/06/02 03:15:00,4659.47,464.01,TRADE
VIC1,2022/06/02 03:20:00,4671.33,464.01,TRADE
VIC1,2022/06/02 03:25:00,4745.46,464.01,TRADE
VIC1,2022/06/02 03:30:00,4697.05,464.01,TRADE
VIC1,2022/06/02 03:35:00,4649.06,464.01,TRADE
VIC1,2022/06/02 03:40:00,4649.68,464.01,TRADE
VIC1,2022/06/02 03:45:00,4681.08,471.93,TRADE
VIC1,2022/06/02 03:50:00,4657.97,471.68,TRADE
VIC1,2022/06/02 03:55:00,4660.73,475.83,TRADE
VIC1,2022/06/02 04:00:00,4675.33,476.15,TRADE
VIC1,2022/06/02 04:05:00,4699.79,464.01,TRADE
VIC1,2022/06/02 04:10:00,4698.57,464.01,TRADE
VIC1,2022/06/02 04:15:00,4698.75,464.01,TRADE
VIC1,2022/06/02 04:20:00,4728.47,464.01,TRADE
VIC1,2022/06/02 04:25:00,4721.19,464.01,TRADE
VIC1,2022/06/02 04:30:00,4734.39,464.01,TRADE
VIC1,2022/06/02 04:35:00,4753.1,464.01,TRADE
VIC1,2022/06/02 04:40:00,4789.04,464.01,TRADE
VIC1,2022/06/02 04:45:00,4797.6,464.01,TRADE
VIC1,2022/06/02 04:50:00,4834.01,464.01,TRADE
VIC1,2022/06/02 04:55:00,4851.79,464.01,TRADE
VIC1,2022/06/02 05:00:00,4850.99,464.01,TRADE
VIC1,2022/06/02 05:05:00,4917.2,464.01,TRADE
VIC1,2022/06/02 05:10:00,4972.58,464.01,TRADE
VIC1,2022/06/02 05:15:00,5015.6,464.01,TRADE
VIC1,2022/06/02 05:20:00,5059.3,464.01,TRADE
VIC1,2022/06/02 05:25:00,5032.33,464.01,TRADE
VIC1,2022/06/02 05:30:00,5108.64,464.01,TRADE
VIC1,2022/06/02 05:35:00,5176.3,464.01,TRADE
VIC1,2022/06/02 05:40:00,5211.36,464.01,TRADE
VIC1,2022/06/02 05:45:00,5306.52,464.01,TRADE
VIC1,2022/06/02 05:50:00,5352.05,464.01,TRADE
VIC1,2022/06/02 05:55:00,5415.43,464.01,TRADE
VIC1,2022/06/02 06:00:00,5486.87,464.01,TRADE
VIC1,2022/06/02 06:05:00,5585.31,464.01,TRADE
VIC1,2022/06/02 06:10:00,5785.48,556.44,TRADE
VIC1,2022/06/02 06:15:00,5827.11,564.04,TRADE
VIC1,2022/06/02 06:20:00,5874,601.07,TRADE
VIC1,2022/06/02 06:25:00,5954.16,607.11,TRADE
VIC1,2022/06/02 06:30:00,6137.2,612.23,TRADE
VIC1,2022/06/02 06:35:00,6185.21,956.77,TRADE
VIC1,2022/06/02 06:40:00,6327,1016.60,TRADE
VIC1,2022/06/02 06:45:00,6396.23,931.19,TRADE
VIC1,2022/06/02 06:50:00,6317.46,905.43,TRADE
VIC1,2022/06/02 06:55:00,6488.39,945.05,TRADE
VIC1,2022/06/02 07:00:00,6618.87,1202.14,TRADE
VIC1,2022/06/02 07:05:00,6517.29,885.89,TRADE
VIC1,2022/06/02 07:10:00,6778.21,1188.53,TRADE
VIC1,2022/06/02 07:15:00,6842.65,1025.10,TRADE
VIC1,2022/06/02 07:20:00,6903.58,1016.99,TRADE
VIC1,2022/06/02 07:25:00,7053.43,1033.71,TRADE
VIC1,2022/06/02 07:30:00,7022,881.27,TRADE
VIC1,2022/06/02 07:35:00,7099.83,980.63,TRADE
VIC1,2022/06/02 07:40:00,7213.62,1045.02,TRADE
VIC1,2022/06/02 07:45:00,7139.64,690.96,TRADE
VIC1,2022/06/02 07:50:00,7245.21,690.96,TRADE
VIC1,2022/06/02 07:55:00,7214.27,805.06,TRADE
VIC1,2022/06/02 08:00:00,7262.95,690.96,TRADE
VIC1,2022/06/02 08:05:00,7297.65,1031.73,TRADE
VIC1,2022/06/02 08:10:00,7272.02,1002.60,TRADE
VIC1,2022/06/02 08:15:00,7313.69,902.81,TRADE
VIC1,2022/06/02 08:20:00,7187.8,670.16,TRADE
VIC1,2022/06/02 08:25:00,7250.84,670.98,TRADE
VIC1,2022/06/02 08:30:00,7198.81,593.54,TRADE
VIC1,2022/06/02 08:35:00,7182.93,650.94,TRADE
VIC1,2022/06/02 08:40:00,7106.78,566.43,TRADE
VIC1,2022/06/02 08:45:00,7086.52,650.94,TRADE
VIC1,2022/06/02 08:50:00,7076.13,587.13,TRADE
VIC1,2022/06/02 08:55:00,7057.07,464.01,TRADE
VIC1,2022/06/02 09:00:00,7030.78,587.14,TRADE
VIC1,2022/06/02 09:05:00,6999.21,578.91,TRADE
VIC1,2022/06/02 09:10:00,7018.84,650.94,TRADE
VIC1,2022/06/02 09:15:00,6944.78,464.01,TRADE
VIC1,2022/06/02 09:20:00,6862.71,624.92,TRADE
VIC1,2022/06/02 09:25:00,6784.97,650.94,TRADE
VIC1,2022/06/02 09:30:00,6731.71,464.01,TRADE
VIC1,2022/06/02 09:35:00,6688.14,495.91,TRADE
VIC1,2022/06/02 09:40:00,6691.65,551.89,TRADE
VIC1,2022/06/02 09:45:00,6541.65,516.86,TRADE
VIC1,2022/06/02 09:50:00,6591.39,565.42,TRADE
VIC1,2022/06/02 09:55:00,6487.28,504.42,TRADE
VIC1,2022/06/02 10:00:00,6354.42,464.01,TRADE
VIC1,2022/06/02 10:05:00,6312.94,490.60,TRADE
VIC1,2022/06/02 10:10:00,6286.64,470.14,TRADE
VIC1,2022/06/02 10:15:00,6160.07,474.46,TRADE
VIC1,2022/06/02 10:20:00,6126.98,464.01,TRADE
VIC1,2022/06/02 10:25:00,6157.99,469.73,TRADE
VIC1,2022/06/02 10:30:00,6102,464.01,TRADE
VIC1,2022/06/02 10:35:00,6006.69,464.01,TRADE
VIC1,2022/06/02 10:40:00,5963.33,464.01,TRADE
VIC1,2022/06/02 10:45:00,5923.4,464.01,TRADE
VIC1,2022/06/02 10:50:00,5881.24,464.01,TRADE
VIC1,2022/06/02 10:55:00,5828.59,464.01,TRADE
VIC1,2022/06/02 11:00:00,5702.37,374.58,TRADE
VIC1,2022/06/02 11:05:00,5648.2,464.01,TRADE
VIC1,2022/06/02 11:10:00,5642.58,464.01,TRADE
VIC1,2022/06/02 11:15:00,5626.03,464.01,TRADE
VIC1,2022/06/02 11:20:00,5593.66,464.01,TRADE
VIC1,2022/06/02 11:25:00,5575.85,420.23,TRADE
VIC1,2022/06/02 11:30:00,5567.56,464.01,TRADE
VIC1,2022/06/02 11:35:00,5566.35,464.01,TRADE
VIC1,2022/06/02 11:40:00,5477.87,464.01,TRADE
VIC1,2022/06/02 11:45:00,5423.18,464.01,TRADE
VIC1,2022/06/02 11:50:00,5392.5,464.01,TRADE
VIC1,2022/06/02 11:55:00,5388.7,354.83,TRADE
VIC1,2022/06/02 12:00:00,5430.12,464.01,TRADE
VIC1,2022/06/02 12:05:00,5453.43,459.24,TRADE
VIC1,2022/06/02 12:10:00,5401.76,455.39,TRADE
VIC1,2022/06/02 12:15:00,5497.31,464.01,TRADE
